year,donor_code,donor_iso3_code,donor_name,agency_code,agency_name,crs_id,project_number,initial_report,recipient_code,recipient_iso3_code,recipient_name,region_code,region_name,income_group_code,income_group_name,flow_code,flow_name,bilateral_multilateral,category,finance_type,aid_type,usd_commitment,usd_disbursement,usd_received,usd_commitment_deflated,usd_disbursement_deflated,usd_received_deflated,usd_adjustment,usd_adjustment_deflated,usd_amount_untied,usd_amount_partial_tied,usd_amount_tied,usd_amount_untied_deflated,usd_amount_partial_tied_deflated,usd_amount_tied_deflated,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currency_code,commitment_national,disbursement_national,grant_equivalent,usd_grant_equivalent,short_description,project_title,purpose_code,purpose_name,sector_code,sector_name,channel_code,channel_name,channel_reported_name,channel_parent_category,geography,ldc_flag,ldc_flag_name,expected_start_date,completion_date,long_description,sdg_focus,keywords,gender,environment,pdgg,trade,rmnch,drr,nutrition,disability,ftc,pba,investment_project,associated_finance,biodiversity,climate_mitigation,climate_adaptation,desertification,commitment_date,type_repayment,number_repayment,interest_1,interest_2,repay_date_1,repay_date_2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capital_expenditure,psi_flag,psi_add_type,psi_add_assess,psi_add_dev_obj
2021,915,5ASDB01,Asian Development Bank,1,Asian Development Bank,2021002405,LN4130-BHU,8,630,BTN,Bhutan,10009,South & Central Asia,10016,LDCs,13,ODA Loans,4,10,421,A02,9.99,9.99,,9.689832,9.689832,,,,,,,,,,,,,,302,9.99,9.99,,,FINANCIAL MARKET DEVELOPMENT PROGRAM (SUBPROGRAM 3),Financial Market Development Program (Subprogram 3),24030,Formal sector financial intermediaries,240,II.4. Banking & Financial Services,12000,Recipient Government,Ministry of Finance,12000,,,,,,"The proposed program modality is a programmatic approach. It consists of three subprograms that are designed to allow ADB to remain engaged and to help the government implement increasingly complex long-term finance sector reforms. Under this third subprogram, there are 3 reforms areas. Reform area 1: Nonbank financial systems developed. This will concentrate on secondary market development and an insurance strategy, including alternative investments and housing finance schemes focusing on gender-based requirements, while improving governance rules in capital markets. Reform area 2: Stability and integrity of the financial system strengthened. There will be focus on implementing the International Financial Reporting Standards 9, revised rules on anti-money laundering based on requirements, and full alignment with Basel III, leading to enhanced stability, efficiency, and inclusiveness in financial markets. Reform area 3: Financial inclusion promoted. This includes financing inclusive green finance and financial technology to promote digital inclusion. The impact of the reform will be the improved economic welfare of the Bhutanese people, especially women, through increased employment, private sector business development, enhanced access to finance, and greater efficiency of financial intermediation. The program will support the government with institutional reforms while improving the technical capacity of regulatory and financial institutions.","8.10,5.a,17.5,16.6,13.a,12.6,10.4,10.1,1.b",#COVID-19,1,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,915,5ASDB01,Asian Development Bank,1,Asian Development Bank,2021002405,LN4130-BHU,8,630,BTN,Bhutan,10009,South & Central Asia,10016,LDCs,13,ODA Loans,4,10,421,A02,15,15,,14.549297,14.549297,,,,,,,,,,,,,,302,15,15,,,FINANCIAL MARKET DEVELOPMENT PROGRAM (SUBPROGRAM 3),Financial Market Development Program (Subprogram 3),24020,Monetary institutions,240,II.4. Banking & Financial Services,12000,Recipient Government,Ministry of Finance,12000,,,,,,"The proposed program modality is a programmatic approach. It consists of three subprograms that are designed to allow ADB to remain engaged and to help the government implement increasingly complex long-term finance sector reforms. Under this third subprogram, there are 3 reforms areas. Reform area 1: Nonbank financial systems developed. This will concentrate on secondary market development and an insurance strategy, including alternative investments and housing finance schemes focusing on gender-based requirements, while improving governance rules in capital markets. Reform area 2: Stability and integrity of the financial system strengthened. There will be focus on implementing the International Financial Reporting Standards 9, revised rules on anti-money laundering based on requirements, and full alignment with Basel III, leading to enhanced stability, efficiency, and inclusiveness in financial markets. Reform area 3: Financial inclusion promoted. This includes financing inclusive green finance and financial technology to promote digital inclusion. The impact of the reform will be the improved economic welfare of the Bhutanese people, especially women, through increased employment, private sector business development, enhanced access to finance, and greater efficiency of financial intermediation. The program will support the government with institutional reforms while improving the technical capacity of regulatory and financial institutions.","8.10,5.a,17.5,16.6,13.a,12.6,10.4,10.1,1.b",#COVID-19,1,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,62,HRV,Croatia,17,Central Government Office for Reconstruction and Housing,2021000136,,8,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,H02,0.292406,0.292406,,0.28362,0.28362,,,,,,,,,,,,,,302,0.292406,0.292406,0.292406,0.292406,RESIDENTIAL CARE FOR PERSONS WITH GRANTED INTERNATIONAL PROTECTION - OVERHEAD EXPENSES AND HOUSING COSTS,Residential care for persons with granted international protection - overhead expenses and housing costs,93010,Refugees/asylum seekers  in donor countries (non-sector allocable),930,Refugees in Donor Countries,11000,Donor Government,Donor Government,11000,,,,,,Provision of accommodation to  persons with granted international protection - overhead expenses and housing costs,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,915,5ASDB01,Asian Development Bank,11,Technical Assistance Special Fund (TASF),2021004167,TA9787-SRI,3,640,LKA,Sri Lanka,10009,South & Central Asia,10018,LMICs,11,ODA Grants,4,10,110,D02,,0.222846,,,0.21615,,,,,,,,,,,,,,302,,0.222846,,,STRENGTHENING OF MANAGEMENT INFORMATION SYSTEMS AND ASSET MANAGEMENT CAPACITY,Strengthening of Management Information Systems and Asset Management Capacity,21030,Rail transport,210,II.1. Transport & Storage,12000,Recipient Government,Ministry of Transport and Civil Aviation,12000,,,,,,"The project was prepared to support immediate improvements in the operation, maintenance, safety, skills development, and implementation capacity of SLR. The project will (i)improve the operational efficiency of the railway network by addressing key operating bottlenecks with the modernization of the telecommunications, ticketing, operations headquarter, and train control center systems, (ii) upgrade the railway workshop at Ratmalana, and procure rolling stock and track maintenance equipment, (iii) improve railway safety mainly through the construction of housing blocks to support the future resettlement of encroachers, and the improvement of Colombo Fort and Maradana stations, and (iv) upgrade the Sri Lanka German Railway Technical Training Center (SLGRTTC), and (v) support project implementation capacity and readiness, notably for the future modernization of the Kelani Valley line and other suburban lines.","9.1,13.a",,1,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,915,5ASDB01,Asian Development Bank,1,Asian Development Bank,2021001257,LN1096-SRI,8,640,LKA,Sri Lanka,10009,South & Central Asia,10018,LMICs,13,ODA Loans,4,10,421,C01,,,0.792341,,,0.768534,,,,,,,,,,,,,302,,,,,LOW INCOME HOUSING DEVELOPMENT PROJECT,Low Income Housing Development Project,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12000,Recipient Government,[n.d],12000,,,,,,Low Income Housing Development Project,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,76,POL,Poland,1,Ministry of Foreign Affairs,2021010131,DWR/PPWR 2021/014/H,1,573,SYR,Syrian Arab Republic,10011,Middle East,10017,Other LICs,11,ODA Grants,1,10,110,C01,0.03,0.03,0,0.028657,0.028657,0,,,0.03,,0,0.028657,,0,,,,,302,0.03,0.03,0.03,0.03,MAR MUSA - SUPPORT OF EARLY STAGE EDUCATION IN NEBEK - EXPANSION OF THE KINDERGARTEN,Mar Musa - support of early stage education in Nebek - expansion of the kindergarten,72010,Material relief assistance and services,720,VIII.1. Emergency Response,11001,Central Government,Embassy of the Republic of Poland in Damascus,11000,Nebek,,,2021-05-01,2021-11-30,"W ramach projektu rozbudowywane zostalo przedszkole sluzace najubozszym mieszkancom w rejonie miejscowosci Nebek. Pozwoli to na przyjecie kolejnych 50 przedszkolaków, a takze poprawi warunki edukacji dla dotychczasowej grupy 150 dzieci. Dzieki projektowi zakonczone zostaly niezbedne prace projektowe oraz parter obiektu, mieszczacy 6 nowych klas oraz pomieszczenia sanitarne. Zainstalowane zostaly instalacje elektryczne oraz wodno-kanalizacyjne.   The project includes the expansion of a kindergarten serving the poorest residents in the Nebek area. This will allow for the enrollment of another 50 kindergarten students, as well as improve educational conditions for the existing group of 150 children. Thanks to the project, the necessary design work has been completed, as well as the first floor of the facility, housing 6 new classrooms and sanitary facilities. Electrical and plumbing systems have been installed.",4,,1,0,0,,1,0,0,0,,,,,0,0,0,0,2021-03-22,,,,,,,,,,,,,,,
2021,62,HRV,Croatia,17,Central Government Office for Reconstruction and Housing,2021000137,,8,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,H02,0.013098,0.013098,,0.012705,0.012705,,,,,,,,,,,,,,302,0.013098,0.013098,0.013098,0.013098,RESIDENTIAL CARE FOR PERSONS WITH GRANTED INTERNATIONAL PROTECTION - OVERHEAD EXPENSES AND HOUSING COSTS,Residential care for persons with granted international protection - overhead expenses and housing costs,93010,Refugees/asylum seekers  in donor countries (non-sector allocable),930,Refugees in Donor Countries,11000,Donor Government,Donor Government,11000,,,,,,furnishing of state apartments for the needs of housing persons with approved international protection.,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1011,9OTH006,Climate Investment Funds,10,Clean Technology Fund,2021000031,XCTFMX053A,3,358,MEX,Mexico,10005,Caribbean & Central America,10019,UMICs,11,ODA Grants,4,10,110,C01,,0.229333,,,0.222442,,,,,,,,,,,,,,302,,0.229333,,,ECOCASA PROGRAM (MEXICO ENERGY EFFICIENCY PROGRAM PART II),Ecocasa Program (Mexico Energy Efficiency Program Part II),23183,Energy conservation and demand-side efficiency,231,II.3.a. Energy Policy,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment F",46000,,,,,,"Increase the production of low-carbon housing by financing developers and increase the supply of mortgages for low carbon housing, 1.6 MtCO2e GHG savings expected","9.1,7.b,13.a,1.b",,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1020,1UN001,Central Emergency Response Fund,1,Rapid Response,2021000010,21-RR-HCR-032,8,238,ETH,Ethiopia,10003,South of Sahara,10016,LDCs,11,ODA Grants,4,10,110,C01,2.5,2.5,,2.424883,2.424883,,,,,,,,,,,,,,302,2.5,2.5,,,"PROVISION OF GENERAL AND HOUSING, LAND AND PROPERTY (HLP) PROTECTION AND SUPPORT, AND SITE MANAGEMENT SUPPORT FOR INTERNALLY DISPLACED PERSONS (IDPS)","Provision of general and Housing, Land and Property (HLP) protection and support, and Site Management Support for Internally Displaced Persons (IDPs) in Tigray, Afar and Amhara Region",72050,Relief co-ordination and support services,720,VIII.1. Emergency Response,41121,United Nations Office of the High Commissioner for Refugees,United Nations Office of the United Nations High Commissioner for Refugees,41100,,,,,,,,,1,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,1011,9OTH006,Climate Investment Funds,10,Clean Technology Fund,2021000039,XCTFUA056A,3,85,UKR,Ukraine,10010,Europe,10018,LMICs,13,ODA Loans,4,10,421,C01,,10.921304,,,10.593153,,,,,,,,,,,,,,302,,10.921304,,,DISTRICT HEATING ENERGY EFFICIENCY PROJECT,District Heating Energy Efficiency Project,23183,Energy conservation and demand-side efficiency,231,II.3.a. Energy Policy,44001,International Bank for Reconstruction and Development,International Bank for Reconstruction and Development,44000,,,,,,"Increase the efficiency of participating utilities, reduce their costs, enhance the reliability of their services and improve the quality of heat supply and finance technical assistance to the Ministry of Regional Development, Construction, Housing and Communal Services (Minregion), which will oversee the implementation of the project , estimated 560 GWh/year energy savings, 5.26 MtCO2e GHG savings","9.1,7.b,5.a,13.a,1.b",,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,951,9OTH020,OPEC Fund for International Development,1,OPEC Fund,2021000424,1376PUBPrLoa,8,64,BIH,Bosnia and Herzegovina,10010,Europe,10019,UMICs,13,ODA Loans,4,10,421,C01,0,0,0.43326,0,0,0.420242,,,,,,,,,,,,,302,0,0,,,HOUSING RECONSTRUCTION PROJECT,Housing Reconstruction Project,43010,Multisector aid,430,IV.2. Other Multisector,12000,Recipient Government,,12000,,,,,,Housing Reconstruction Project,,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,742,KOR,Korea,2,Export-Import Bank of Korea,2019145025,19ED00007,3,753,MNG,Mongolia,10008,Far East Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,1.650099,,,1.480983,,,,,,,,,,,,,,302,,1.650099,1.268882,1.268882,SOLONGO AFFORDABLE HOUSING COMPLEX 1 PROJECT,,41010,Environmental policy and administrative management,410,IV.1. General Environment Protection,12000,Recipient Government,Export-Import Bank of Korea,12000,FAR EAST ASIA,,,2020-04-30,2025-03-30,Aims to reduce Ger area and improve air quality in Ulaanbaatar by supplying affordable housing and to improve the living environment of residents of Ger area in Ulaanbaatar.,3.9,,0,2,0,,0,0,0,0,,,1,,0,1,0,0,2019-12-27,1,2,150,,2030-06-27,2059-12-27,,1.650099,,,,,,,
2021,923,1UN011,UN Peacebuilding Fund,1,UNPBF,2021000450,129661,8,279,SSD,South Sudan,10003,South of Sahara,10016,LDCs,11,ODA Grants,4,10,110,C01,0.854,0.854,0,0.82834,0.82834,0,,,,,,,,,,,,,302,0.854,0.854,,,"PBF/SSD/B-2: COMMUNITY ACTION FOR PEACEFUL RESOLUTION OF HOUSING, LAND AND PROPERTY (HLP) DISPUTES AND CONFLICTS","PBF/SSD/B-2: Community Action for Peaceful Resolution of Housing, Land and Property (HLP) Disputes and Conflicts",15190,"Facilitation of orderly, safe, regular and responsible migration and mobili",151,I.5.a. Government & Civil Society-general,41301,Food and Agricultural Organisation,FAO,41300,,,,,,"PBF/SSD/B-2: Community Action for Peaceful Resolution of Housing, Land and Property (HLP) Disputes and Conflicts",,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,923,1UN011,UN Peacebuilding Fund,1,UNPBF,2021000451,129661,8,279,SSD,South Sudan,10003,South of Sahara,10016,LDCs,11,ODA Grants,4,10,110,C01,1.736,1.736,0,1.683839,1.683839,0,,,,,,,,,,,,,302,1.736,1.736,,,"PBF/SSD/B-2: COMMUNITY ACTION FOR PEACEFUL RESOLUTION OF HOUSING, LAND AND PROPERTY (HLP) DISPUTES AND CONFLICTS","PBF/SSD/B-2: Community Action for Peaceful Resolution of Housing, Land and Property (HLP) Disputes and Conflicts",15190,"Facilitation of orderly, safe, regular and responsible migration and mobili",151,I.5.a. Government & Civil Society-general,47066,International Organisation for Migration,IOM,41100,,,,,,"PBF/SSD/B-2: Community Action for Peaceful Resolution of Housing, Land and Property (HLP) Disputes and Conflicts",,,,,,,,,,,,,,,,,,,2021-12-31,,,,,,,,,,,,,,,
2021,742,KOR,Korea,1,Ministry of Strategy and Finance,2021000950,1051000_2021_017,1,728,KHM,Cambodia,10008,Far East Asia,10016,LDCs,11,ODA Grants,1,10,110,D02,0.32854,0.229803,,0.294868,0.206251,,,,,,0.32854,,,0.294868,,,,,302,0.32854,0.229803,0.229803,0.229803,PROPERTY MARKET RISK MONITORING FRAMEWORK,Property Market Risk Monitoring Framework,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,11004,Other public entities in donor country,Korea Development Institute,11000,FAR EAST ASIA,,,2021-07-30,2022-11-30,"1. Analysis of Real Estate Market Volatility of Cambodia, 2. Research on Early Warning System on Real Estate Market, 3. Research on Macroprudential and Tax Policies in Both Korean and Cambodian Housing Market, 4. Research on Property Risk Management via Large-Scale Urban Development",11.3,,,,,,,,,,1,,,,,,,,2021-06-01,,,,,,,,,,,,,,,
2021,742,KOR,Korea,2,Export-Import Bank of Korea,2006861062,96ED00021,3,640,LKA,Sri Lanka,10009,South & Central Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,,0.356737,,,0.320176,,,,,,,,,,,,,302,,,,,HOUSING PROJECT FOR PUBLIC SERVANTS,,15110,Public sector policy and administrative management,151,I.5.a. Government & Civil Society-general,12000,Recipient Government,Export-Import Bank of Korea,12000,SOUTH & CENTR. ASIA,,,1996-08-14,2011-11-25,To solve the homeless problem of public servants and improve the quality of their living by constructing 540 houses in and around Colombo with required utilities,0,,0,0,0,,0,0,0,0,,,1,,0,0,0,0,1996-08-07,1,2,2000,,2007-02-06,2026-08-07,0.041039,1.783686,,,,,,,
2021,742,KOR,Korea,2,Export-Import Bank of Korea,2019145026,19ED00008,3,753,MNG,Mongolia,10008,Far East Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,1.483429,,,1.331395,,,,,,,,,,,,,,302,,1.483429,1.140717,1.140717,SOLONGO AFFORDABLE HOUSING COMPLEX 2 PROJECT,,41010,Environmental policy and administrative management,410,IV.1. General Environment Protection,12000,Recipient Government,Export-Import Bank of Korea,12000,FAR EAST ASIA,,,2020-04-30,2025-03-30,Aims to reduce Ger area and improve air quality in Ulaanbaatar by supplying affordable housing and to improve the living environment of residents of Ger area in Ulaanbaatar.,3.9,,0,2,0,,0,0,0,0,,,1,,0,1,0,0,2019-12-27,1,2,150,,2030-06-27,2059-12-27,,1.483429,,,,,,,
2021,742,KOR,Korea,2,Export-Import Bank of Korea,2019145027,19ED00010,3,753,MNG,Mongolia,10008,Far East Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,,,,,,,,,,,,,,,,,,302,,,,,BAYANGOLIIN AM AFFORDABLE HOUSING COMPLEX 1 PROJECT,,41010,Environmental policy and administrative management,410,IV.1. General Environment Protection,12000,Recipient Government,Export-Import Bank of Korea,12000,FAR EAST ASIA,,,2020-04-30,2025-03-30,Aims to reduce Ger area and improve air quality in Ulaanbaatar by supplying affordable housing and to improve the living environment of residents of Ger area in Ulaanbaatar.,3.9,,0,2,0,,0,0,0,0,,,1,,0,1,0,0,2019-12-27,1,2,150,,2030-06-27,2059-12-27,,,,,,,,,
2021,742,KOR,Korea,4,Korea International Cooperation Agency,2019133587,2018070154237,3,635,MMR,Myanmar,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,,0.073247,,,0.06574,,-0.069279,-0.062179,-0.069279,,,-0.062179,,,,,,,302,,0.073247,0.073247,0.073247,ECOVILLAGE PROJECT FOR THE TAUNG YO ETHNIC MINORITY GROUP IN SHAN STATE MYANMAR,Ecovillage Project for the Taung Yo Ethnic Minority Group in Shan State Myanmar,41081,Environmental education/training,410,IV.1. General Environment Protection,22000,Donor country-based NGO,KOREA GREEN FOUNDATION,22000,SOUTH & CENTR. ASIA,,,2019-02-25,2021-12-31,"The project is largely aimed at sustainable development of the village through three modules: green housing (electric power, water resources), green education (environmental education), and green business (income increase through green job).",13.1,,0,2,0,,0,0,,,,,1,,0,1,2,0,2021-01-01,,,,,,,,,,,,,,,
2021,742,KOR,Korea,4,Korea International Cooperation Agency,2018123276,2016020120261,3,451,PRY,Paraguay,10006,South America,10019,UMICs,11,ODA Grants,1,10,110,C01,,0.506103,,,0.454233,,,,,,,,,,,,,,302,,0.506103,0.506103,0.506103,MATER PLAN FOR THE DEVELOPMENT OF THE BANADO-SUR AREA WITH A DETAILED PLAN FOR THE COASTAL AREA OF THE BANADO-SUR,,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,11004,Other public entities in donor country,Korea International Cooperation Agency,11000,SOUTH AMERICA,,,2018-01-01,2022-12-31,"Masterplan for Development of South Coastal Area (Banado sur) in Asuncion, Paraguay for improving the residential environment, reducing dangers from natural disasters and improving housing conditions to ultimately reduce poverty",11.1,,0,1,0,,0,2,,,1,,,,0,0,1,0,2018-01-01,,,,,,,,,,,,,,,
2021,742,KOR,Korea,4,Korea International Cooperation Agency,2018125481,2016020120236,3,769,VNM,Viet Nam,10008,Far East Asia,10018,LMICs,11,ODA Grants,1,10,110,C01,,0.633356,,,0.568444,,,,,,,,,,,,,,302,,0.633356,0.633356,0.633356,THE ESTABLISHMENT OF THE 2021-2030 COMPREHENSIVE SOCIAL HOUSING POLICY IN VIETNAM : PROPOSING VIETNAM SOCIAL HOUSING DEVELOPMENT STRATEGY TARGETING UR,,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,11004,Other public entities in donor country,Korea International Cooperation Agency,11000,FAR EAST ASIA,,,2018-01-01,2021-12-31,"1. Propose the 2021-2030 Viet Nam Social Housing Development Strategy, targeting urban low-income households and labors working in industrial parks. 2. Propose the social housing policy for 2021-2030 to contribute to the amendment of the current Housing Law.",11.1,,0,0,1,,0,0,,,1,,,,0,0,0,0,2018-01-01,,,,,,,,,,,,,,,
2021,742,KOR,Korea,4,Korea International Cooperation Agency,2020001993,2020080100489,3,666,BGD,Bangladesh,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,,0.262133,,,0.235267,,,,,,,,,,,,,,302,,0.262133,0.262133,0.262133,2020 - 2021 BANGLADESH PATUAKHALI DISASTER RISK REDUCTION PROJECT,,74020,Multi-hazard response preparedness,740,VIII.3. Disaster Prevention & Preparedness,22000,Donor country-based NGO,Habitat for Humanity Korea,22000,SOUTH & CENTR. ASIA,,,2020-02-26,2021-12-31,1. Enhanced community resilience through resilient incremental housing and WASH facilities. 2. Improved functionality of disaster management response of the vulnerable communities,"6.2,6.1,13.3,13.1",,0,1,0,,0,2,,,,,1,,0,0,1,0,2020-02-26,,,,,,,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000375,0589/24,3,139,TUN,Tunisia,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,0.954574,10,,0.925892,9.699532,,,,0,,,0,,,,,,302,,0.954574,0.323883,0.323883,SOCIAL HOUSING TUNISIA,SOCIAL HOUSING TUNISIA,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Tunisia Government,12000,,,,,,Social Housing TUNISIA,"11.3,11.1,1.4",,,,,,,,,,,,,,,,,,2013-05-28,2,2,2000,,2018-09-01,2033-03-01,,,,,,,,,
2021,566,SAU,Saudi Arabia,1,King Salman Humanitarian Aid and Relief Center,2021000125,7809,1,278,SDN,Sudan,10003,South of Sahara,10016,LDCs,11,ODA Grants,1,10,110,C01,0.253333,0.253333,,0.245721,0.245721,,,,,0,,,0,,,,,,302,0.253333,0.253333,0.253333,0.253333,REHABILITATION OF HOUSES AFFECTED BY FLOODS IN THE REPUBLIC OF SUDAN,Rehabilitation of Houses Affected by Floods in the Republic of Sudan,52010,Food assistance,520,VI.2. Development Food Assistance,23000,Developing country-based NGO,alegtinam organization,23000,,,,,,"Mitigating the effects of the damage caused by the floods in the Sixth and Seventh Neighborhoods of Tokar City, Red Sea State in the Republic of Sudan by building (37) economic housing units, consisting of a room and a toilet, for the most vulnerable and affected families.",2.1,,,,,,,,,,,,,,,,,,2021-02-10,,,,,,,,,,,,,,,
2021,566,SAU,Saudi Arabia,1,King Salman Humanitarian Aid and Relief Center,2021000132,7731,1,274,DJI,Djibouti,10003,South of Sahara,10016,LDCs,11,ODA Grants,1,10,110,C01,0.256465,0.256465,,0.248759,0.248759,,,,,0,,,0,,,,,,302,0.256465,0.256465,0.256465,0.256465,"REFUGEES CAMP MANAGEMENT AND GUARDING AGREEMENT THE PROJECT OF (300) HOUSING UNITS, A SCHOOL IN THE REFUGEE CAMP IN OBOCK, DJIBOUTI","Refugees Camp Management and Guarding Agreement The Project of (300) Housing Units, a School in the Refugee Camp in Obock, Djibouti",72010,Material relief assistance and services,720,VIII.1. Emergency Response,23000,Developing country-based NGO,Aunaris Organization Djibouti,23000,,,,,,"Establishing mechanisms by the ONARS 'Office National d'Assistance aux Réfugiés et Sinistrés' to house Yemeni refugees in the refugee camp in Obock, Djibouti, operating a school in cooperation with Djiboutian government agencies, providing water for Yemeni refugees, and protecting and managing camp facilities and its residents.",1.5,,,,,,,,,,,,,,,,,,2021-07-06,,,,,,,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000378,0632/13,3,274,DJI,Djibouti,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,3.048871,,,2.957262,,,,,0,,,0,,,,,,302,,3.048871,2.163197,2.163197,SOCIAL HOUSING DJIBOUTI,SOCIAL HOUSING DJIBOUTI,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Djibouti Government,12000,,,,,,SOCIAL HOUSING DJIBOUTI,"11.3,11.1,1.4",,,,,,,,,,,,,,,,,,2015-02-18,2,2,1000,,2025-08-01,2044-01-10,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000479,0652/05,3,272,SLE,Sierra Leone,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,0.628244,,,0.609367,,,,,0,,,0,,,,,,302,,0.628244,0.408734,0.408734,REHABILITATION AND EXPANSION OF ((FOURAH BAY)) COLLEGE AT UNIVERSITY OF SIERRA LEONE,Rehabilitation and Expansion of ((Fourah Bay)) College at University of Sierra Leone,11120,Education facilities and training,111,"I.1.a. Education, Level Unspecified",12001,Central Government,Sierra Leone,12000,,,,,,"Expanding and rehabilitating the existing dilapidated facilities, establishing an enabling environment of education, rehabilitating teaching buildings and halls, administration buildings and student activities halls with an area of 48,000 m², building an Architecture College, lecture halls and the faculty and administration building. The Fund also finance rehabilitation of a road network within the campus and supply of a solar electricity network within the university. It includes supply and installation of equipment for laboratories and lecture halls and equipment needed for the administration and housing building.",4.a,,,,,,,,,,,,,,,,,,2016-01-28,2,2,1000,,2026-01-31,2037-07-31,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000463,0602/03,3,259,MOZ,Mozambique,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,0.11489,,,0.111438,,,,,0,,,0,,,,,,302,,0.11489,0.082293,0.082293,CONSTRUCTION AND EQUIPPING OF NAMPULA GENERAL HOSPITAL,CONSTRUCTION AND EQUIPPING OF NAMPULA GENERAL HOSPITAL,12230,Basic health infrastructure,122,I.2.b. Basic Health,12001,Central Government,Mozambique Government,12000,,,,,,"Construction of the Nampula General Hospital, which has an area of about 12,900 square meters and its capacity is 400 beds, in addition to the hospital housing. Also providing and installing of medical equipment and furnishings for the hospital and workers' housing, providing three ambulances, two buses, a truck, two small transport vehicles and three motorcycles. Providing consultancy services, including the preparation of detailed designs and bid documents, assistance in analyzing presentations and overseeing implementation, and providing institutional support to the Project Implementation Unit.",3.8,,,,,,,,,,,,,,,,,,2013-11-20,2,2,1000,,2024-05-15,2043-11-15,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000438,0542/10,3,287,BFA,Burkina Faso,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,1.657123,,,1.607332,,,,,0,,,0,,,,,,302,,1.657123,1.18176,1.18176,CONSTRUCTION AND EQUIPPING OF MANJA REGIONAL HOSPITAL,Construction and Equipping of Manja Regional Hospital,12191,Medical services,121,"I.2.a. Health, General",12001,Central Government,Burkina Faso Government,12000,,,,,,"Civil works to build the hospital with a capacity of 200 beds with clinics, housing and other facilities. Providing medical equipment, furniture and transportation. Engineering services and supervision",3.8,,,,,,,,,,,,,,,,,,2011-06-16,2,2,1000,,2021-09-30,2041-03-13,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000508,0410/13,3,130,DZA,Algeria,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,0.8,,,0.775963,,,,0,,,0,,,,,,302,,,,,SOCIAL HOUSING IN ORAN . AL GERIA,SOCIAL HOUSING IN ORAN . AL GERIA,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Algeria,12000,,,,,,Social Housing in Oran . AL Geria,11.1,,,,,,,,,,,,,,,,,,2003-12-29,1,2,0,,2009-04-15,2023-10-15,,,,,,,,,
